ligand,case,run_tag,top_frac,top_n,top_success_any,top_success_rate,top_valid_n,top_success_any_valid,top_success_rate_valid
4jsz,4jsz_Kdist0.1_Kmono17.0,penalty_qpu_20260116_174810,0.1,90,1,0.6333333333333333,90,1,0.6333333333333333
4jsz,4jsz_Kdist0.1_Kmono18.0,penalty_qpu_20260116_174810,0.1,56,1,0.23214285714285715,56,1,0.23214285714285715
4jsz,4jsz_Kdist0.1_Kmono19.0,penalty_qpu_20260116_174810,0.1,9,1,0.1111111111111111,9,1,0.1111111111111111
4jsz,4jsz_Kdist0.1_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono20.0,penalty_qpu_20260116_174810,0.1,85,1,0.03529411764705882,85,1,0.03529411764705882
4jsz,4jsz_Kdist0.1_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist0.1_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,1,0.04,100,1,0.04
4jsz,4jsz_Kdist0.1_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.1_Kmono9.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
4jsz,4jsz_Kdist0.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,36,0,0.0,36,0,0.0
4jsz,4jsz_Kdist0.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,90,1,0.022222222222222223,90,1,0.022222222222222223
4jsz,4jsz_Kdist0.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,7,1,0.5714285714285714,7,1,0.5714285714285714
4jsz,4jsz_Kdist0.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,93,0,0.0,93,0,0.0
4jsz,4jsz_Kdist0.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,36,0,0.0,36,0,0.0
4jsz,4jsz_Kdist0.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,96,0,0.0,96,0,0.0
4jsz,4jsz_Kdist0.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,92,1,0.15217391304347827,92,1,0.15217391304347827
4jsz,4jsz_Kdist0.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,11,1,0.18181818181818182,11,1,0.18181818181818182
4jsz,4jsz_Kdist0.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,6,0,0.0,6,0,0.0
4jsz,4jsz_Kdist0.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,31,0,0.0,31,0,0.0
4jsz,4jsz_Kdist0.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,10,0,0.0,10,0,0.0
4jsz,4jsz_Kdist0.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist0.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,1,0.1,100,1,0.1
4jsz,4jsz_Kdist0.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist0.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,86,1,0.6511627906976745,86,1,0.6511627906976745
4jsz,4jsz_Kdist0.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,89,0,0.0,89,0,0.0
4jsz,4jsz_Kdist1.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,1,0.09,100,1,0.09
4jsz,4jsz_Kdist1.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
4jsz,4jsz_Kdist1.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,99,1,0.12121212121212122,99,1,0.12121212121212122
4jsz,4jsz_Kdist1.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,42,1,0.023809523809523808,42,1,0.023809523809523808
4jsz,4jsz_Kdist1.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,5,1,0.2,5,1,0.2
4jsz,4jsz_Kdist1.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,73,0,0.0,73,0,0.0
4jsz,4jsz_Kdist1.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,84,1,0.023809523809523808,84,1,0.023809523809523808
4jsz,4jsz_Kdist1.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,21,0,0.0,21,0,0.0
4jsz,4jsz_Kdist1.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,72,1,0.7638888888888888,72,1,0.7638888888888888
4jsz,4jsz_Kdist1.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,62,0,0.0,62,0,0.0
4jsz,4jsz_Kdist1.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,63,0,0.0,63,0,0.0
4jsz,4jsz_Kdist1.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,91,0,0.0,91,0,0.0
4jsz,4jsz_Kdist1.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,1,0.03,100,1,0.03
4jsz,4jsz_Kdist1.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,1,0.96,100,1,0.96
4jsz,4jsz_Kdist1.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,96,0,0.0,96,0,0.0
4jsz,4jsz_Kdist1.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,40,1,0.275,40,1,0.275
4jsz,4jsz_Kdist1.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,98,1,0.07142857142857142,98,1,0.07142857142857142
4jsz,4jsz_Kdist1.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist1.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,76,1,0.039473684210526314,76,1,0.039473684210526314
4jsz,4jsz_Kdist1.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,43,1,0.23255813953488372,43,1,0.23255813953488372
4jsz,4jsz_Kdist1.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
4jsz,4jsz_Kdist1.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,27,1,0.037037037037037035,27,1,0.037037037037037035
4jsz,4jsz_Kdist1.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,32,1,0.6875,32,1,0.6875
4jsz,4jsz_Kdist1.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,19,0,0.0,19,0,0.0
4jsz,4jsz_Kdist1.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,38,0,0.0,38,0,0.0
4jsz,4jsz_Kdist1.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,1,0.06,100,1,0.06
4jsz,4jsz_Kdist1.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,93,1,0.03225806451612903,93,1,0.03225806451612903
4jsz,4jsz_Kdist1.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist1.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,1,0.04,100,1,0.04
4jsz,4jsz_Kdist1.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,83,1,0.12048192771084337,83,1,0.12048192771084337
4jsz,4jsz_Kdist10.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,1,0.06,100,1,0.06
4jsz,4jsz_Kdist10.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist10.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,99,0,0.0,99,0,0.0
4jsz,4jsz_Kdist2.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,8,1,0.125,8,1,0.125
4jsz,4jsz_Kdist2.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,44,0,0.0,44,0,0.0
4jsz,4jsz_Kdist2.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,76,0,0.0,76,0,0.0
4jsz,4jsz_Kdist2.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,40,0,0.0,40,0,0.0
4jsz,4jsz_Kdist2.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,99,1,0.09090909090909091,99,1,0.09090909090909091
4jsz,4jsz_Kdist2.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,94,1,0.7553191489361702,94,1,0.7553191489361702
4jsz,4jsz_Kdist2.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,68,1,0.058823529411764705,68,1,0.058823529411764705
4jsz,4jsz_Kdist2.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,10,1,0.9,10,1,0.9
4jsz,4jsz_Kdist2.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,1,0.83,100,1,0.83
4jsz,4jsz_Kdist2.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist2.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,97,1,0.3917525773195876,97,1,0.3917525773195876
4jsz,4jsz_Kdist2.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,56,0,0.0,56,0,0.0
4jsz,4jsz_Kdist2.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,4,1,0.5,4,1,0.5
4jsz,4jsz_Kdist2.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,4,0,0.0,4,0,0.0
4jsz,4jsz_Kdist2.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,97,0,0.0,97,0,0.0
4jsz,4jsz_Kdist2.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,98,0,0.0,98,0,0.0
4jsz,4jsz_Kdist2.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,56,0,0.0,56,0,0.0
4jsz,4jsz_Kdist2.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,37,0,0.0,37,0,0.0
4jsz,4jsz_Kdist2.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,31,0,0.0,31,0,0.0
4jsz,4jsz_Kdist2.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist2.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,1,0.18,100,1,0.18
4jsz,4jsz_Kdist2.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,1,0.07,100,1,0.07
4jsz,4jsz_Kdist2.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist2.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,80,1,0.1,80,1,0.1
4jsz,4jsz_Kdist3.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,91,0,0.0,91,0,0.0
4jsz,4jsz_Kdist3.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,14,0,0.0,14,0,0.0
4jsz,4jsz_Kdist3.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,25,0,0.0,25,0,0.0
4jsz,4jsz_Kdist3.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,95,0,0.0,95,0,0.0
4jsz,4jsz_Kdist3.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,1,0.27,100,1,0.27
4jsz,4jsz_Kdist3.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,1,0.02,100,1,0.02
4jsz,4jsz_Kdist3.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,45,1,0.022222222222222223,45,1,0.022222222222222223
4jsz,4jsz_Kdist3.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,83,0,0.0,83,0,0.0
4jsz,4jsz_Kdist3.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,90,1,0.022222222222222223,90,1,0.022222222222222223
4jsz,4jsz_Kdist3.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,36,1,0.08333333333333333,36,1,0.08333333333333333
4jsz,4jsz_Kdist3.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,99,1,0.43434343434343436,99,1,0.43434343434343436
4jsz,4jsz_Kdist3.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,95,0,0.0,95,0,0.0
4jsz,4jsz_Kdist3.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,59,0,0.0,59,0,0.0
4jsz,4jsz_Kdist3.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,1,0.01,100,1,0.01
4jsz,4jsz_Kdist3.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist3.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,1,0.44,100,1,0.44
4jsz,4jsz_Kdist3.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,1,0.03,100,1,0.03
4jsz,4jsz_Kdist4.0_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono14.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono17.0,penalty_qpu_20260116_174810,0.1,14,0,0.0,14,0,0.0
4jsz,4jsz_Kdist4.0_Kmono18.0,penalty_qpu_20260116_174810,0.1,58,1,0.05172413793103448,58,1,0.05172413793103448
4jsz,4jsz_Kdist4.0_Kmono19.0,penalty_qpu_20260116_174810,0.1,97,0,0.0,97,0,0.0
4jsz,4jsz_Kdist4.0_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono20.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.0_Kmono9.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono1.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono10.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono11.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono12.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono13.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono14.0,penalty_qpu_20260116_174810,0.1,98,0,0.0,98,0,0.0
4jsz,4jsz_Kdist4.5_Kmono15.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono16.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono17.0,penalty_qpu_20260116_174810,0.1,49,1,0.02040816326530612,49,1,0.02040816326530612
4jsz,4jsz_Kdist4.5_Kmono18.0,penalty_qpu_20260116_174810,0.1,47,0,0.0,47,0,0.0
4jsz,4jsz_Kdist4.5_Kmono19.0,penalty_qpu_20260116_174810,0.1,83,1,0.024096385542168676,83,1,0.024096385542168676
4jsz,4jsz_Kdist4.5_Kmono2.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono20.0,penalty_qpu_20260116_174810,0.1,88,1,0.056818181818181816,88,1,0.056818181818181816
4jsz,4jsz_Kdist4.5_Kmono3.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono4.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono5.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono6.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono7.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono8.0,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
4jsz,4jsz_Kdist4.5_Kmono9.0,penalty_qpu_20260116_174810,0.1,98,1,0.030612244897959183,98,1,0.030612244897959183
4jsz,4jsz_Kdist5.0_Kmono0.1,penalty_qpu_20260116_174810,0.1,100,0,0.0,100,0,0.0
