Pose_ID,RMSD(A),Shape_Diff(A),Feasible,Success(<=2.0A)
530,2.6085,0.0,True,False
531,2.6085,0.0,True,False
532,2.9558,0.0,True,False
533,2.9558,0.0,True,False
534,1.9591,0.0,True,True
535,1.9591,0.0,True,True
536,1.9591,0.0,True,True
537,1.9591,0.0,True,True
538,1.7966,0.0,True,True
539,1.5801,0.0,True,True
540,1.5801,0.0,True,True
541,1.3686,0.0,True,True
542,1.3686,0.0,True,True
543,1.3686,0.0,True,True
544,1.3686,0.0,True,True
545,1.3878,0.0,True,True
546,1.3878,0.0,True,True
547,1.3878,0.0,True,True
548,1.3878,0.0,True,True
549,1.3878,0.0,True,True
550,1.3878,0.0,True,True
551,1.3878,0.0,True,True
552,1.3878,0.0,True,True
553,1.3878,0.0,True,True
554,1.3878,0.0,True,True
555,1.3878,0.0,True,True
556,1.3878,0.0,True,True
557,1.3878,0.0,True,True
558,1.3878,0.0,True,True
559,1.3878,0.0,True,True
560,1.3878,0.0,True,True
561,1.3878,0.0,True,True
562,1.3878,0.0,True,True
563,1.3878,0.0,True,True
564,1.3878,0.0,True,True
565,1.3878,0.0,True,True
566,1.3878,0.0,True,True
567,1.3878,0.0,True,True
568,1.3878,0.0,True,True
569,1.3878,0.0,True,True
570,1.3878,0.0,True,True
571,1.3878,0.0,True,True
572,1.3878,0.0,True,True
573,1.3878,0.0,True,True
574,1.3878,0.0,True,True
575,1.3878,0.0,True,True
576,1.3878,0.0,True,True
577,1.3878,0.0,True,True
578,1.3878,0.0,True,True
579,1.3878,0.0,True,True
580,1.3878,0.0,True,True
581,1.3878,0.0,True,True
582,1.3878,0.0,True,True
583,1.3878,0.0,True,True
584,1.3878,0.0,True,True
585,1.3878,0.0,True,True
586,1.3878,0.0,True,True
587,1.3878,0.0,True,True
588,1.3878,0.0,True,True
589,1.3878,0.0,True,True
590,1.3878,0.0,True,True
591,1.3878,0.0,True,True
592,1.3878,0.0,True,True
593,1.6873,0.0,True,True
594,1.6873,0.0,True,True
595,1.6873,0.0,True,True
596,1.6873,0.0,True,True
597,1.6873,0.0,True,True
598,1.6873,0.0,True,True
599,2.7266,0.0,True,False
600,3.677,0.0,True,False
601,1.2814,0.0,True,True
602,1.4577,0.0,True,True
603,1.4577,0.0,True,True
604,1.4577,0.0,True,True
605,1.4577,0.0,True,True
606,1.4577,0.0,True,True
607,1.4577,0.0,True,True
608,1.4577,0.0,True,True
609,1.4577,0.0,True,True
610,1.4577,0.0,True,True
611,1.4577,0.0,True,True
612,1.4577,0.0,True,True
613,1.4577,0.0,True,True
614,1.4577,0.0,True,True
615,1.4577,0.0,True,True
616,1.4577,0.0,True,True
617,1.4577,0.0,True,True
618,1.4577,0.0,True,True
619,1.4577,0.0,True,True
620,1.4577,0.0,True,True
621,1.4577,0.0,True,True
622,1.4577,0.0,True,True
623,1.4577,0.0,True,True
624,1.4577,0.0,True,True
625,1.4577,0.0,True,True
626,1.4577,0.0,True,True
627,1.4577,0.0,True,True
628,1.4577,0.0,True,True
629,1.4577,0.0,True,True
630,1.4577,0.0,True,True
631,1.4577,0.0,True,True
632,1.4577,0.0,True,True
633,1.4577,0.0,True,True
634,1.4577,0.0,True,True
635,1.4577,0.0,True,True
636,1.4577,0.0,True,True
637,1.4577,0.0,True,True
638,1.4577,0.0,True,True
639,1.4577,0.0,True,True
640,1.4577,0.0,True,True
641,1.4577,0.0,True,True
642,1.4577,0.0,True,True
643,1.4577,0.0,True,True
644,1.4577,0.0,True,True
645,1.4577,0.0,True,True
646,1.4577,0.0,True,True
647,1.4577,0.0,True,True
648,1.4577,0.0,True,True
649,1.4577,0.0,True,True
650,1.4577,0.0,True,True
651,1.4577,0.0,True,True
652,1.4577,0.0,True,True
653,1.4577,0.0,True,True
654,1.4577,0.0,True,True
655,1.4577,0.0,True,True
656,1.4577,0.0,True,True
657,1.4577,0.0,True,True
658,1.4577,0.0,True,True
659,1.4577,0.0,True,True
660,1.4577,0.0,True,True
661,1.4577,0.0,True,True
662,1.4577,0.0,True,True
663,1.4577,0.0,True,True
664,1.4577,0.0,True,True
665,1.4577,0.0,True,True
666,1.4577,0.0,True,True
667,1.4577,0.0,True,True
668,1.4577,0.0,True,True
669,1.4577,0.0,True,True
670,1.4577,0.0,True,True
671,1.4577,0.0,True,True
672,1.4577,0.0,True,True
673,1.4577,0.0,True,True
674,1.4577,0.0,True,True
675,1.4577,0.0,True,True
676,1.4577,0.0,True,True
677,1.4577,0.0,True,True
678,1.4577,0.0,True,True
679,1.4577,0.0,True,True
680,1.4577,0.0,True,True
681,1.4577,0.0,True,True
682,1.4577,0.0,True,True
683,1.4577,0.0,True,True
684,1.3351,0.0,True,True
685,1.4577,0.0,True,True
686,1.4577,0.0,True,True
687,1.4577,0.0,True,True
688,1.4577,0.0,True,True
689,1.4577,0.0,True,True
690,1.4577,0.0,True,True
